FECHA (YYMMDD);HORA (HHMM);;
180228;0500;94;
180228;0600;94;
180228;0700;94;
180228;0800;91;
180228;0900;85;
180228;1000;81;
180228;1100;75;
180228;1200;65;
180228;1300;57;
180228;1400;49;
180228;1500;50;
180228;1600;51;
180228;1700;51;
180228;1800;56;
180228;1900;68;
180228;2000;77;
180228;2100;81;
180228;2200;83;
180228;2300;85;
180301;0000;87;
180301;0100;88;
180301;0200;90;
180301;0300;90;
180301;0400;94;
180301;0500;97;
180301;0600;98;
180301;0700;98;
180301;0800;95;
180301;0900;82;
180301;1000;70;
180301;1100;60;
180301;1200;52;
180301;1300;46;
180301;1400;41;
180301;1500;40;
180301;1600;42;
180301;1700;49;
180301;1800;54;
180301;1900;64;
180301;2000;73;
180301;2100;79;
180301;2200;82;
180301;2300;86;
180302;0000;89;
180302;0100;91;
180302;0200;92;
180302;0300;93;
180302;0400;94;
180302;0500;97;
180302;0600;98;
180302;0700;99;
180302;0800;99;
180302;0900;95;
180302;1000;86;
180302;1100;75;
180302;1200;61;
180302;1300;52;
180302;1400;47;
180302;1500;50;
180302;1600;50;
180302;1700;53;
180302;1800;58;
180302;1900;64;
180302;2000;69;
180302;2100;73;
180302;2200;79;
180302;2300;82;
180303;0000;85;
180303;0100;88;
180303;0200;88;
180303;0300;88;
180303;0400;87;
180303;0500;86;
180303;0600;89;
180303;0700;90;
180303;0800;85;
180303;0900;76;
180303;1000;65;
180303;1100;59;
180303;1200;56;
180303;1300;53;
180303;1400;47;
180303;1500;46;
180303;1600;48;
180303;1700;49;
180303;1800;49;
180303;1900;55;
180303;2000;63;
180303;2100;70;
180303;2200;75;
180303;2300;80;
180304;0000;85;
180304;0100;88;
180304;0200;86;
180304;0300;80;
180304;0400;80;
180304;0500;80;
180304;0600;78;
180304;0700;88;
180304;0800;95;
180304;0900;96;
180304;1000;85;
180304;1100;68;
180304;1200;57;
180304;1300;51;
180304;1400;50;
180304;1500;44;
180304;1600;41;
180304;1700;40;
180304;1800;42;
180304;1900;59;
180304;2000;66;
180304;2100;70;
180304;2200;73;
180304;2300;76;
180305;0000;78;
180305;0100;83;
180305;0200;87;
180305;0300;90;
180305;0400;93;
180305;0500;93;
180305;0600;92;
180305;0700;91;
180305;0800;82;
180305;0900;71;
180305;1000;57;
180305;1100;45;
180305;1200;39;
180305;1300;36;
180305;1400;33;
180305;1500;30;
180305;1600;39;
180305;1700;44;
180305;1800;47;
180305;1900;56;
180305;2000;64;
180305;2100;71;
180305;2200;77;
180305;2300;82;
180306;0000;81;
180306;0100;74;
180306;0200;78;
180306;0300;83;
180306;0400;86;
180306;0500;88;
180306;0600;86;
